s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106
metab_117	0.0015731572	0.0020328376	0.0021374328	0.0043440642	0.0021983873	0.0019889504	0.0013600196	0.0033629317	0.0020874050	0.0039393338	0.0015491883	0.0016677997	0.0034222604	0.0015204879	0.0021983873	0.0033629317	0.0041765256	0.0020874050	0.0021374328	0.0031453363	0.0021112981	0.0017983495	0.0021112981	0.0020874050	0.0034222604	0.0028496027	0.0015731572	0.0209137995	0.0034952926	0.0015204879	0.0022860550	0.0005251104	0.0071082318	0.0034952926	0.0062766005	0.0024553264	0.0008475822	0.0015731572	0.0043440642	0.0013600196	0.0026172526	0.0023860539	0.0031453363	0.0010005894	0.0019256270	0.0023164453	0.0029442107	0.0030374880	0.0024553264	0.0034222604	0.0030374880	0.0031967182	0.0025825668	0.0021374328	0.0012371492	0.0026928889	0.0027689562	0.0013600196	0.0006422254	0.0013600196	0.0002115275	0.0023164453	0.0020874050	0.0021112981	0.0031453363	0.0005415473	0.0018597495	0.0011726724	0.0031453363	0.0015491883	0.0013600196	0.0025517521	0.0023164453	0.0009708650	0.0034952926	0.0036915972	0.0015491883	0.0021983873	0.0024866917	0.0029936083	0.0020328376	0.0021679375	0.0033025825	0.0008702644	0.0016976826	0.0036915972	0.0007548207	0.0039393338	0.0013902500	0.0038045707	0.0030374880	0.0022279557	0.0005000803	0.0016976826	0.0019889504	0.0029936083	0.0026539991	0.0011726724	0.0020653697	0.0015204879	0.0022860550	0.0021112981	0.0042602121	0.0019889504	0.0021374328	0.0028131004
metab_118	0.0127446401	0.0000536778	0.0186887648	0.0102880150	0.0153466817	0.0064591922	0.0031967182	0.0031453363	0.0021374328	0.0078616319	0.0131275060	0.0214439448	0.0110830440	0.0163006330	0.0097615275	0.0088212964	0.0360668420	0.0095729891	0.0168945941	0.0132475220	0.0054326465	0.0119308215	0.0121154316	0.0039393338	0.0066487575	0.0023503081	0.0133037054	0.0224617756	0.0195238095	0.0096353156	0.0082257108	0.0033629317	0.0028880645	0.0061937443	0.0065646547	0.0055541037	0.0032444075	0.0078616319	0.0240321867	0.0003175396	-0.0000642333	0.0104210460	0.0110830440	-0.0004454378	0.0119869251	0.0076950019	-0.0000512019	0.0098865129	0.0173505056	0.0241729026	0.0082257108	0.0146999258	0.0076057329	0.0110830440	0.0019603924	0.0031967182	0.0068397081	0.0088212964	0.0055541037	0.0091853707	0.0019603924	-0.0001693525	0.0163800634	0.0095729891	0.0132475220	0.0131891399	0.0194085596	0.0264343948	0.0166421177	0.0122842585	0.0162206993	0.0120497320	0.0012637444	0.0027689562	0.0008702644	0.0014936021	0.0044348074	0.0023164453	0.0031453363	0.0019603924	0.0022553211	0.0076057329	0.0013902500	0.0031453363	0.0014660107	0.0108974158	0.0095097566	0.0030908431	0.0001944137	0.0019889504	0.0042602121	0.0038732465	0.0038045707	0.0034222604	0.0071082318	0.0052456342	0.0025517521	0.0030908431	0.0036195477	0.0074425224	0.0046832488	0.0018310367	0.0183849570	0.0030374880	0.0054326465	0.0053353272
metab_119	0.0015204879	0.0003175396	0.0016976826	0.0009477595	0.0053353272	0.0026539991	0.0198950086	0.0010853399	0.0017693315	0.0096888852	0.0059970735	0.0038732465	0.0018310367	0.0013902500	0.0035471973	0.0031967182	0.0094475333	0.0024866917	0.0037425477	0.0046832488	0.0010853399	0.0071082318	0.0056585384	0.0007548207	0.0043440642	0.0026172526	0.0025517521	0.0272508239	0.0031453363	0.0071082318	0.0053353272	0.0048539338	0.0107121936	0.0052456342	0.0044348074	0.0039393338	0.0049532363	0.0011413299	0.0046033434	-0.0005504090	-0.0001548639	0.0047697053	0.0046033434	0.0002854014	0.0052456342	0.0052456342	-0.0001693525	0.0030908431	0.0111932473	0.0042602121	0.0015204879	0.0026172526	0.0055541037	0.0041765256	0.0030908431	0.0036195477	0.0023503081	0.0050433406	0.0031967182	0.0059970735	0.0020874050	-0.0002316850	0.0040929577	0.0096888852	0.0067561340	0.0018310367	0.0021112981	0.0018310367	0.0040929577	0.0036915972	0.0071082318	0.0033629317	0.0011413299	0.0033025825	0.0016677997	0.0011726724	0.0035471973	0.0009247019	0.0032444075	0.0046033434	0.0092458989	0.0022860550	0.0013317376	0.0022279557	0.0020328376	0.0050433406	0.0084202327	0.0074425224	0.0003793105	0.0045245952	0.0011413299	0.0011413299	0.0025517521	0.0021679375	0.0058814075	0.0042602121	0.0021112981	0.0018310367	0.0071082318	0.0028496027	0.0031453363	0.0006656326	0.0066487575	0.0016306895	0.0031453363	0.0012637444
metab_120	0.0010279675	0.0002115275	0.0010005894	0.0004030725	0.0004781526	0.0002854014	0.0006224086	0.0008702644	0.0007329128	0.0004208731	-0.0002067674	0.0001406277	0.0011413299	0.0013038475	-0.0001300002	0.0007329128	0.0017983495	0.0005832563	0.0004781526	0.0008026510	0.0001233734	0.0031967182	0.0005415473	0.0005000803	0.0001569481	0.0002115275	0.0014936021	0.0179718681	0.0012371492	0.0004781526	0.0009247019	0.0003348619	0.0006033423	0.0008475822	0.0005627961	0.0012371492	0.0002854014	0.0007548207	0.0015731572	-0.0002520762	0.0000536778	0.0010853399	0.0011095438	-0.0004812865	0.0003016075	0.0005000803	0.0005627961	0.0009007080	0.0010005894	0.0016045657	0.0009247019	0.0006656326	0.0008026510	0.0005000803	0.0000360575	0.0005627961	0.0004030725	0.0004781526	0.0000536778	-0.0001300002	0.0011095438	0.0013902500	0.0008475822	0.0015731572	0.0010279675	0.0007548207	0.0006422254	0.0018597495	0.0015491883	0.0006422254	0.0004781526	0.0010005894	0.0001748689	0.0001406277	0.0004580453	0.0000202724	0.0000202724	0.0002659693	0.0002659693	0.0004208731	0.0008026510	0.0004580453	0.0005415473	-0.0001548639	-0.0000512019	0.0007024560	0.0001944137	0.0018897720	-0.0005282431	0.0012020357	0.0004399628	0.0003562580	0.0001569481	0.0005251104	0.0003175396	0.0009247019	0.0003793105	0.0016677997	0.0014257160	0.0000708153	0.0005832563	0.0003348619	0.0006656326	0.0004781526	0.0002115275	0.0004580453
metab_121	0.0029936083	0.0010279675	0.0007764444	0.0001569481	0.0025226443	0.0018897720	0.0022279557	0.0010005894	0.0009477595	0.0012020357	0.0015731572	0.0014660107	0.0004781526	0.0011095438	0.0010587157	0.0015491883	0.0021679375	0.0008475822	0.0007024560	0.0018597495	0.0005832563	0.0010853399	0.0014257160	0.0003793105	0.0007329128	0.0009708650	0.0010279675	0.0196428760	0.0009247019	0.0016677997	0.0014936021	0.0013038475	0.0006656326	0.0025825668	0.0009708650	0.0019603924	0.0001748689	0.0009247019	0.0018897720	0.0003562580	0.0008214726	0.0018310367	0.0018310367	0.0006224086	0.0013902500	0.0017983495	0.0007329128	0.0028496027	0.0018897720	0.0016976826	0.0010005894	0.0009007080	0.0008475822	0.0012637444	0.0005832563	0.0015491883	0.0015204879	0.0016306895	0.0012637444	0.0008702644	0.0002344776	0.0006224086	0.0014936021	0.0025825668	0.0019889504	0.0010587157	0.0011095438	0.0009007080	0.0009007080	0.0011726724	0.0022553211	0.0008702644	0.0007764444	0.0011413299	0.0009247019	0.0006656326	0.0009477595	0.0011095438	0.0021374328	0.0010853399	0.0010853399	0.0005251104	0.0011095438	0.0003175396	0.0006224086	0.0016045657	0.0010587157	0.0014936021	0.0003348619	0.0020874050	0.0016976826	0.0017693315	0.0011726724	0.0009708650	0.0013600196	0.0017983495	0.0006033423	0.0017693315	0.0013600196	0.0007548207	0.0011413299	0.0011095438	0.0023503081	0.0012637444	0.0012371492	0.0009477595
metab_122	0.0016976826	0.0005251104	0.0006656326	0.0001233734	0.0011726724	0.0002115275	0.0012371492	0.0008475822	0.0009247019	0.0003562580	0.0006656326	0.0008475822	0.0008026510	0.0009708650	0.0002854014	0.0001233734	0.0007329128	0.0004208731	-0.0000512019	0.0004030725	0.0004208731	0.0000360575	0.0001569481	0.0006033423	0.0002854014	0.0004781526	0.0008026510	0.0153466817	0.0012637444	0.0005627961	0.0011095438	0.0010279675	0.0005832563	0.0006656326	0.0007329128	0.0007764444	0.0000536778	0.0007329128	0.0005000803	0.0001233734	0.0033025825	0.0004399628	0.0009708650	0.0005832563	0.0004208731	0.0004781526	0.0004208731	0.0006422254	0.0007548207	0.0005832563	0.0006224086	0.0002344776	0.0006224086	0.0001233734	0.0000708153	0.0004208731	0.0002344776	0.0007548207	0.0004399628	0.0001748689	0.0009477595	0.0011726724	0.0004399628	0.0012637444	0.0007764444	0.0005251104	0.0001748689	0.0009247019	0.0012020357	0.0011095438	0.0029936083	0.0009007080	0.0007024560	0.0005415473	0.0005251104	0.0004030725	0.0010005894	0.0001748689	0.0002115275	0.0005415473	0.0009007080	0.0005415473	0.0008026510	0.0000885986	0.0004030725	0.0002659693	0.0004399628	0.0003348619	0.0001406277	0.0006033423	0.0002344776	0.0004208731	0.0004208731	0.0003175396	0.0003793105	0.0005251104	0.0001944137	0.0018597495	0.0012637444	0.0002659693	0.0004399628	0.0005832563	0.0023164453	0.0004208731	0.0010279675	0.0005832563
metab_123	0.0004208731	0.0006656326	0.0003175396	0.0000360575	0.0006224086	0.0009247019	0.0004399628	0.0004781526	0.0005251104	0.0014257160	0.0004208731	0.0004399628	0.0002344776	0.0003793105	0.0000708153	0.0009477595	0.0007764444	0.0010587157	0.0006656326	0.0010853399	0.0004030725	0.0003348619	0.0005000803	0.0003348619	0.0008702644	0.0008702644	0.0001748689	0.0152632719	0.0003175396	0.0001569481	0.0009477595	0.0005000803	0.0007024560	0.0010853399	0.0007024560	0.0005627961	-0.0002694761	0.0009708650	0.0007764444	0.0004030725	0.0003793105	0.0007764444	0.0014936021	0.0007764444	0.0007764444	0.0007329128	0.0009007080	0.0008026510	0.0012371492	0.0007764444	0.0010587157	0.0006224086	0.0014257160	0.0007024560	0.0004781526	0.0008475822	0.0007764444	0.0006224086	-0.0002694761	-0.0002694761	0.0005415473	0.0025517521	0.0007548207	0.0010853399	0.0010853399	0.0007024560	0.0008475822	0.0003175396	0.0005832563	0.0005627961	0.0005251104	0.0005627961	0.0016976826	0.0005627961	0.0006422254	0.0008702644	0.0004208731	0.0008475822	-0.0002694761	0.0013038475	0.0008702644	0.0008026510	0.0009007080	0.0001406277	-0.0001693525	0.0006656326	0.0005832563	0.0005627961	0.0001569481	0.0010853399	0.0009477595	0.0006033423	0.0006224086	0.0008214726	0.0003016075	0.0001944137	0.0005000803	0.0013902500	0.0010587157	0.0000202724	0.0008702644	0.0005627961	0.0028131004	0.0008214726	0.0009477595	0.0006224086
metab_124	0.0013600196	0.0009708650	0.0009708650	0.0004781526	0.0007764444	0.0001944137	0.0011095438	0.0014257160	0.0011413299	0.0034952926	0.0003175396	0.0005000803	0.0010005894	0.0012020357	-0.0000512019	0.0014257160	0.0006422254	0.0006224086	0.0005415473	0.0006224086	0.0000885986	-0.0000834532	0.0004781526	0.0008702644	0.0008026510	0.0012371492	0.0013038475	0.0136840174	0.0011726724	-0.0000003544	0.0008026510	0.0010853399	0.0000536778	0.0004399628	0.0003562580	0.0004030725	-0.0000834532	0.0020328376	0.0024553264	0.0004399628	0.0005251104	0.0004781526	0.0010587157	0.0007548207	0.0003348619	0.0013317376	0.0005415473	0.0003793105	0.0008026510	0.0006033423	0.0012020357	0.0005000803	0.0017293232	0.0002344776	0.0004399628	0.0006656326	0.0004781526	0.0003793105	-0.0001548639	-0.0000317875	0.0004580453	0.0016677997	0.0014257160	0.0004399628	0.0005627961	0.0005627961	0.0005832563	0.0008026510	0.0009247019	0.0016976826	0.0003175396	0.0005415473	0.0003348619	0.0007764444	0.0004781526	-0.0001693525	0.0002115275	0.0005251104	-0.0003577086	0.0016045657	0.0005251104	0.0006422254	0.0003016075	-0.0000152003	0.0000708153	0.0117264219	0.0003175396	0.0006656326	-0.0002316850	0.0007024560	0.0002659693	0.0004030725	0.0010853399	0.0009007080	0.0005627961	0.0004208731	0.0005627961	0.0019256270	0.0016677997	0.0000536778	0.0003562580	0.0007764444	0.0005000803	0.0008702644	0.0004208731	0.0004781526
metab_125	0.0002659693	0.0008214726	0.0016677997	0.0000885986	-0.0000642333	0.0000360575	0.0000885986	0.0002854014	0.0002659693	0.0010279675	-0.0001693525	0.0003348619	0.0004580453	0.0002659693	-0.0003274309	0.0057614846	0.0000708153	0.0003348619	-0.0000152003	0.0000360575	-0.0002067674	-0.0004812865	-0.0004138545	-0.0001005544	-0.0001300002	-0.0000834532	0.0002344776	0.0155232043	0.0013038475	-0.0004627621	-0.0000003544	0.0005832563	-0.0002067674	-0.0000003544	-0.0001300002	0.0001233734	-0.0001857774	0.0012637444	0.0039393338	-0.0006630864	0.0035471973	-0.0000512019	-0.0000152003	-0.0003577086	-0.0000642333	-0.0002520762	-0.0002067674	0.0001944137	0.0002854014	-0.0000003544	0.0156845850	-0.0000834532	0.0005832563	-0.0000834532	0.0000885986	-0.0000152003	0.0020328376	0.0000202724	-0.0003577086	-0.0004138545	0.0004399628	-0.0002910040	0.0006422254	0.0001406277	0.0003016075	0.0021679375	-0.0001005544	0.0003793105	0.0002115275	0.0038732465	-0.0003728746	0.0001406277	-0.0000317875	0.0007548207	0.0059970735	-0.0002910040	0.0002344776	0.0018310367	-0.0006858139	0.0005832563	0.0002344776	0.0000536778	0.0005000803	-0.0000512019	-0.0003728746	0.0010005894	-0.0000317875	0.0006033423	-0.0001548639	0.0001569481	0.0005415473	0.0009477595	0.0005832563	0.0005000803	-0.0003577086	-0.0000003544	-0.0000152003	0.0008026510	0.0013902500	-0.0004627621	-0.0001300002	0.0001748689	0.0002854014	0.0000885986	0.0000536778	-0.0000003544
metab_126	0.0001569481	0.0007764444	0.0098865129	0.0002344776	0.0016976826	0.0001569481	0.0002115275	0.0006224086	0.0003348619	0.0002659693	0.0002115275	0.0001748689	0.0001748689	0.0000708153	0.0000360575	0.0001569481	0.0005415473	0.0026928889	0.0001944137	0.0001406277	-0.0000834532	-0.0002067674	-0.0002694761	-0.0000512019	-0.0000317875	-0.0000512019	0.0001944137	0.0150385759	0.0116021383	0.0002854014	0.0001406277	0.0003016075	-0.0001548639	0.0001944137	0.0002659693	0.0003562580	0.0002115275	0.0005627961	0.0005627961	-0.0005900894	0.0005415473	-0.0000317875	0.0000202724	-0.0004138545	-0.0000003544	-0.0000642333	-0.0001005544	0.0015491883	0.0004030725	0.0002115275	0.0020328376	-0.0000152003	0.0006033423	0.0000536778	0.0004208731	0.0001406277	0.0023164453	0.0002854014	-0.0002316850	0.0001569481	-0.0002067674	-0.0000834532	0.0001233734	0.0002854014	0.0002659693	0.0136188744	0.0000202724	0.0000202724	0.0002659693	0.0045245952	-0.0005282431	0.0001569481	0.0001406277	0.0000202724	0.0003793105	-0.0001548639	-0.0000003544	0.0001569481	-0.0005504090	0.0009007080	0.0005415473	0.0001748689	0.0007548207	-0.0001300002	-0.0004627621	0.0001569481	0.0006656326	0.0001233734	-0.0004454378	-0.0000317875	0.0010279675	0.0093262395	0.0003793105	0.0003562580	-0.0002067674	0.0000202724	0.0010853399	0.0005415473	0.0007024560	-0.0000834532	0.0000202724	0.0004781526	-0.0001693525	0.0001748689	-0.0000512019	0.0000360575
metab_127	0.0004399628	0.0007024560	0.0031453363	0.0223250360	0.0017693315	0.0001233734	0.0001748689	0.0013902500	0.0030374880	0.0003175396	0.0110176763	0.0003793105	0.0081486968	0.0003348619	0.0009247019	0.0001406277	0.0008026510	0.0003175396	0.0014660107	0.0007024560	0.0000708153	0.0002344776	0.0001748689	0.0007764444	0.0004399628	0.0006224086	0.0004781526	0.0121767064	0.0011413299	0.0080095008	0.0002854014	0.0004781526	-0.0001005544	0.0007024560	0.0004781526	0.0004580453	-0.0004627621	0.0010587157	0.0005832563	0.0001406277	0.0194085596	0.0005415473	0.0006224086	0.0003016075	0.0005251104	0.0000708153	0.0000536778	0.0003348619	0.0004208731	0.0003348619	0.0014257160	0.0002854014	0.0008702644	0.0001944137	0.0006656326	0.0003562580	0.0018310367	0.0002659693	-0.0001005544	0.0013317376	-0.0000834532	-0.0000512019	0.0003016075	0.0004030725	0.0002115275	0.0143393943	0.0004580453	0.0002115275	0.0016045657	0.0062766005	0.0001944137	0.0003016075	0.0008026510	0.0001569481	0.0001944137	0.0003793105	0.0003562580	0.0005000803	0.0001569481	0.0010279675	0.0003562580	0.0030908431	0.0064591922	0.0001748689	0.0003793105	0.0005627961	0.0007329128	0.0005251104	-0.0003274309	0.0004208731	0.0006224086	0.0005415473	0.0002659693	0.0008475822	0.0002344776	0.0005832563	0.0076057329	0.0005832563	0.0005000803	0.0001569481	0.0001944137	0.0009477595	0.0003016075	0.0003348619	0.0005251104	0.0007024560
metab_128	0.0008214726	0.0019256270	0.0007548207	0.0025825668	0.0002854014	0.0009708650	0.0007024560	0.0012637444	0.0015204879	0.0016976826	0.0026928889	0.0007764444	0.0020874050	0.0008475822	0.0009708650	0.0005000803	0.0011095438	0.0004030725	0.0008026510	0.0010279675	0.0006224086	-0.0000512019	0.0006033423	0.0021679375	0.0001944137	0.0015204879	0.0016045657	0.0113800662	0.0007024560	0.0006422254	0.0006224086	0.0008026510	0.0001569481	0.0014660107	0.0011726724	0.0010853399	0.0000360575	0.0019256270	0.0009708650	-0.0001857774	0.0023503081	0.0011095438	0.0011413299	0.0003175396	0.0006224086	0.0009477595	0.0011413299	0.0007764444	0.0006422254	0.0008214726	0.0016045657	0.0005832563	0.0011413299	0.0009708650	0.0009247019	0.0010005894	0.0019889504	0.0006422254	0.0000708153	0.0168945941	0.0008026510	0.0003175396	0.0007024560	0.0013038475	0.0008702644	0.0148841892	0.0024553264	0.0005251104	0.0108380044	0.0009477595	-0.0000152003	0.0006224086	0.0008214726	0.0003348619	0.0005627961	0.0008026510	0.0009007080	0.0008026510	0.0000885986	0.0014936021	0.0007024560	0.0047697053	0.0029442107	0.0003348619	0.0005251104	0.0018310367	0.0002659693	0.0010853399	0.0001748689	0.0013317376	0.0007548207	0.0013600196	0.0005251104	0.0011413299	0.0002659693	0.0009007080	0.0011726724	0.0009708650	0.0008026510	0.0004208731	0.0003348619	0.0004580453	0.0012637444	0.0009007080	0.0010853399	0.0006656326
metab_129	0.0028880645	0.0050433406	0.0015731572	0.0011726724	0.0014257160	0.0012637444	0.0045245952	0.0026928889	0.0025517521	0.0007548207	0.0010853399	0.0013600196	0.0038045707	0.0026172526	0.0008475822	0.0010853399	0.0021112981	0.0030374880	0.0011413299	0.0013317376	0.0021679375	0.0008026510	0.0016677997	0.0015204879	0.0003348619	0.0024866917	0.0023164453	0.0211875769	0.0020328376	0.0013902500	0.0020328376	0.0011413299	0.0028131004	0.0012637444	0.0010005894	0.0017983495	0.0024553264	0.0108974158	0.0020328376	0.0031967182	0.0047697053	0.0026928889	0.0047697053	0.0012371492	0.0018897720	0.0027689562	0.0037425477	0.0026172526	0.0025517521	0.0021983873	0.0028496027	0.0009708650	0.0028496027	0.0022553211	0.0008214726	0.0013902500	0.0027309718	0.0017293232	0.0007764444	0.0028880645	0.0014936021	0.0022860550	0.0024228643	0.0062766005	0.0023164453	0.0055541037	0.0024228643	0.0032444075	0.0030374880	0.0027689562	0.0006224086	0.0023860539	0.0010279675	0.0029442107	0.0013038475	0.0015491883	0.0121154316	0.0007024560	0.0004030725	0.0013317376	0.0019256270	0.0019603924	0.0021679375	0.0002344776	0.0009477595	0.0021112981	0.0020874050	0.0015491883	0.0030374880	0.0007764444	0.0017693315	0.0020653697	0.0016976826	0.0027309718	0.0015204879	0.0011095438	0.0022279557	0.0034222604	0.0016976826	0.0006422254	0.0012371492	0.0007548207	0.0027689562	0.0015491883	0.0011413299	0.0010587157
metab_130	0.0016677997	0.0067561340	0.0010853399	0.0012020357	0.0036915972	0.0022279557	0.0010279675	0.0026539991	0.0026172526	0.0013600196	0.0067561340	0.0040929577	0.0022279557	0.0011726724	0.0038045707	0.0036195477	0.0020874050	0.0068397081	0.0013902500	0.0018897720	0.0023860539	0.0070210687	0.0022860550	0.0014936021	0.0033629317	0.0020328376	0.0013902500	0.0103482174	0.0019603924	0.0016306895	0.0013317376	0.0016976826	0.0006224086	0.0010587157	0.0011413299	0.0013902500	0.0036915972	0.0088982039	0.0010279675	0.0021983873	0.0033629317	0.0014257160	0.0021112981	0.0028131004	0.0010587157	0.0015491883	0.0035471973	0.0016045657	0.0009247019	0.0012371492	0.0016677997	0.0008026510	0.0009247019	0.0010853399	0.0010005894	0.0009477595	0.0012020357	0.0013317376	0.0019603924	0.0026539991	0.0028496027	0.0013600196	0.0009477595	0.0015491883	0.0013038475	0.0027309718	0.0009007080	0.0014936021	0.0018597495	0.0021374328	0.0015491883	0.0016306895	0.0030908431	0.0034952926	0.0004399628	0.0051411558	0.0025517521	0.0024228643	0.0013600196	0.0022553211	0.0025825668	0.0038732465	0.0020874050	0.0035471973	0.0025517521	0.0012637444	0.0031453363	0.0013902500	0.0038732465	0.0009247019	0.0012637444	0.0178759195	0.0023503081	0.0017293232	0.0009708650	0.0015731572	0.0008475822	0.0016306895	0.0014660107	0.0016306895	0.0005000803	0.0009007080	0.0008702644	0.0025226443	0.0013902500	0.0011726724
metab_131	0.0009247019	0.0061937443	0.0003793105	0.0008702644	0.0011095438	0.0004580453	0.0008026510	0.0017293232	0.0014936021	0.0016306895	0.0012020357	0.0013902500	0.0018897720	0.0004399628	0.0005415473	0.0009247019	0.0018597495	0.0029442107	0.0008214726	0.0012371492	0.0019603924	0.0005627961	0.0018310367	0.0005415473	0.0006033423	0.0011413299	0.0003793105	0.0126782775	0.0015204879	0.0008475822	0.0015731572	0.0001944137	0.0026172526	0.0013317376	0.0008026510	0.0015204879	0.0023503081	0.0013902500	0.0019256270	0.0032444075	0.0057614846	0.0024866917	0.0051411558	0.0013038475	0.0020328376	0.0026539991	0.0038045707	0.0025825668	0.0026539991	0.0026172526	0.0026928889	0.0012371492	0.0016677997	0.0024553264	0.0008026510	0.0010587157	0.0019256270	0.0017693315	0.0009708650	0.0031453363	0.0008214726	0.0008026510	0.0027689562	0.0066487575	0.0030374880	0.0009477595	0.0026172526	0.0006656326	0.0020874050	0.0007764444	0.0011095438	0.0017983495	0.0005000803	0.0007329128	0.0010005894	0.0013600196	0.0008475822	0.0004208731	-0.0002520762	0.0012020357	0.0019603924	0.0005832563	0.0011726724	0.0000708153	0.0010587157	0.0020653697	0.0022553211	0.0011413299	0.0040158402	0.0005832563	0.0016045657	0.0011726724	0.0003562580	0.0020874050	0.0012020357	0.0006422254	0.0015491883	0.0022860550	0.0005415473	0.0004580453	0.0007024560	0.0001944137	0.0026539991	0.0022553211	0.0018597495	0.0006422254
